,Date,Close,Symbol
50,2021-01-20,35547.75,BTC-USD
51,2021-01-21,30825.69921875,BTC-USD
52,2021-01-22,33005.76171875,BTC-USD
53,2021-01-23,32067.642578125,BTC-USD
54,2021-01-24,32289.37890625,BTC-USD
55,2021-01-25,32366.392578125,BTC-USD
56,2021-01-26,32569.849609375,BTC-USD
57,2021-01-27,30432.546875,BTC-USD
58,2021-01-28,31649.60546875,BTC-USD
59,2021-01-29,34316.38671875,BTC-USD
60,2021-01-30,34269.5234375,BTC-USD
61,2021-01-31,33114.359375,BTC-USD
62,2021-02-01,33537.17578125,BTC-USD
63,2021-02-02,35510.2890625,BTC-USD
64,2021-02-03,37472.08984375,BTC-USD
65,2021-02-04,36926.06640625,BTC-USD
66,2021-02-05,38144.30859375,BTC-USD
67,2021-02-06,39266.01171875,BTC-USD
68,2021-02-07,38903.44140625,BTC-USD
69,2021-02-08,46196.46484375,BTC-USD
70,2021-02-09,46481.10546875,BTC-USD
71,2021-02-10,44918.18359375,BTC-USD
72,2021-02-11,47909.33203125,BTC-USD
73,2021-02-12,47504.8515625,BTC-USD
74,2021-02-13,47105.515625,BTC-USD
75,2021-02-14,48717.2890625,BTC-USD
76,2021-02-15,47945.05859375,BTC-USD
77,2021-02-16,49199.87109375,BTC-USD
78,2021-02-17,52149.0078125,BTC-USD
79,2021-02-18,51679.796875,BTC-USD
80,2021-02-19,55888.1328125,BTC-USD
81,2021-02-20,56099.51953125,BTC-USD
82,2021-02-21,57539.9453125,BTC-USD
83,2021-02-22,54207.3203125,BTC-USD
84,2021-02-23,48824.42578125,BTC-USD
85,2021-02-24,49705.33203125,BTC-USD
86,2021-02-25,47093.8515625,BTC-USD
87,2021-02-26,46339.76171875,BTC-USD
88,2021-02-27,46188.453125,BTC-USD
89,2021-02-28,45137.76953125,BTC-USD
90,2021-03-01,49631.2421875,BTC-USD
91,2021-03-02,48378.98828125,BTC-USD
92,2021-03-03,50538.2421875,BTC-USD
93,2021-03-04,48561.16796875,BTC-USD
94,2021-03-05,48927.3046875,BTC-USD
95,2021-03-06,48912.3828125,BTC-USD
96,2021-03-07,51206.69140625,BTC-USD
97,2021-03-08,52246.5234375,BTC-USD
98,2021-03-09,54824.1171875,BTC-USD
99,2021-03-10,54015.92578125,BTC-USD
100,2020-12-01,170.52000427246094,MMM
101,2020-12-02,171.85000610351562,MMM
102,2020-12-03,171.8300018310547,MMM
103,2020-12-04,172.4600067138672,MMM
104,2020-12-07,170.14999389648438,MMM
105,2020-12-08,172.4600067138672,MMM
106,2020-12-09,175.2899932861328,MMM
107,2020-12-10,173.49000549316406,MMM
108,2020-12-11,174.02000427246094,MMM
109,2020-12-14,173.0800018310547,MMM
110,2020-12-15,174.67999267578125,MMM
111,2020-12-16,175.41000366210938,MMM
112,2020-12-17,176.64999389648438,MMM
113,2020-12-18,176.4199981689453,MMM
114,2020-12-21,175.66000366210938,MMM
115,2020-12-22,174.77999877929688,MMM
116,2020-12-23,173.99000549316406,MMM
117,2020-12-24,174.52000427246094,MMM
118,2020-12-28,174.7100067138672,MMM
119,2020-12-29,173.85000610351562,MMM
120,2020-12-30,174.11000061035156,MMM
121,2020-12-31,174.7899932861328,MMM
122,2021-01-04,171.8699951171875,MMM
123,2021-01-05,171.5800018310547,MMM
124,2021-01-06,174.19000244140625,MMM
125,2021-01-07,169.72000122070312,MMM
126,2021-01-08,166.6199951171875,MMM
127,2021-01-11,165.1999969482422,MMM
128,2021-01-12,166.50999450683594,MMM
129,2021-01-13,166.27999877929688,MMM
130,2021-01-14,166.41000366210938,MMM
131,2021-01-15,165.5500030517578,MMM
132,2021-01-19,169.1199951171875,MMM
133,2021-01-20,170.22000122070312,MMM
134,2021-01-21,170.6699981689453,MMM
135,2021-01-22,169.0399932861328,MMM
136,2021-01-25,170.38999938964844,MMM
137,2021-01-26,175.9499969482422,MMM
138,2021-01-27,186.64999389648438,MMM
139,2021-01-28,183.4199981689453,MMM
140,2021-01-29,175.66000366210938,MMM
141,2021-02-01,174.6999969482422,MMM
142,2021-02-02,175.02000427246094,MMM
143,2021-02-03,175.47999572753906,MMM
144,2021-02-04,177.10000610351562,MMM
145,2021-02-05,179.00999450683594,MMM
146,2021-02-08,180.75999450683594,MMM
147,2021-02-09,180.94000244140625,MMM
148,2021-02-10,181.0800018310547,MMM
149,2021-02-11,177.2100067138672,MMM
150,2021-02-12,178.6999969482422,MMM
151,2021-02-16,176.6300048828125,MMM
152,2021-02-17,176.64999389648438,MMM
153,2021-02-18,179.3699951171875,MMM
154,2021-02-19,176.5399932861328,MMM
155,2021-02-22,176.1199951171875,MMM
156,2021-02-23,176.1699981689453,MMM
157,2021-02-24,177.6300048828125,MMM
158,2021-02-25,178.75999450683594,MMM
159,2021-02-26,175.05999755859375,MMM
160,2021-03-01,176.41000366210938,MMM
161,2021-03-02,177.11000061035156,MMM
162,2021-03-03,178.05999755859375,MMM
163,2021-03-04,177.6300048828125,MMM
164,2021-03-05,180.8000030517578,MMM
165,2021-03-08,183.77000427246094,MMM
166,2021-03-09,181.17999267578125,MMM
167,2020-12-01,108.48999786376953,ABT
168,2020-12-02,108.1500015258789,ABT
169,2020-12-03,107.52999877929688,ABT
170,2020-12-04,107.9000015258789,ABT
171,2020-12-07,107.18000030517578,ABT
172,2020-12-08,106.80000305175781,ABT
173,2020-12-09,106.31999969482422,ABT
174,2020-12-10,106.5199966430664,ABT
175,2020-12-11,107.0199966430664,ABT
176,2020-12-14,106.79000091552734,ABT
177,2020-12-15,107.44999694824219,ABT
178,2020-12-16,107.33999633789062,ABT
179,2020-12-17,108.77999877929688,ABT
180,2020-12-18,108.97000122070312,ABT
181,2020-12-21,108.08999633789062,ABT
182,2020-12-22,108.27999877929688,ABT
183,2020-12-23,107.44999694824219,ABT
184,2020-12-24,108.3499984741211,ABT
185,2020-12-28,107.79000091552734,ABT
186,2020-12-29,108.33000183105469,ABT
187,2020-12-30,108.44000244140625,ABT
188,2020-12-31,109.48999786376953,ABT
189,2021-01-04,109.11000061035156,ABT
190,2021-01-05,110.45999908447266,ABT
191,2021-01-06,110.2300033569336,ABT
192,2021-01-07,111.30000305175781,ABT
193,2021-01-08,111.61000061035156,ABT
194,2021-01-11,110.83999633789062,ABT
195,2021-01-12,108.83999633789062,ABT
196,2021-01-13,112.1500015258789,ABT
197,2021-01-14,110.04000091552734,ABT
198,2021-01-15,111.30000305175781,ABT
199,2021-01-19,112.56999969482422,ABT
200,2021-01-20,112.88999938964844,ABT
201,2021-01-21,112.94999694824219,ABT
202,2021-01-22,112.83999633789062,ABT
203,2021-01-25,114.72000122070312,ABT
204,2021-01-26,114.7300033569336,ABT
205,2021-01-27,114.29000091552734,ABT
206,2021-01-28,120.38999938964844,ABT
207,2021-01-29,123.58999633789062,ABT
208,2021-02-01,122.54000091552734,ABT
209,2021-02-02,120.23999786376953,ABT
210,2021-02-03,120.22000122070312,ABT
211,2021-02-04,119.73999786376953,ABT
212,2021-02-05,124.02999877929688,ABT
213,2021-02-08,124.5,ABT
214,2021-02-09,125.1500015258789,ABT
215,2021-02-10,125.29000091552734,ABT
216,2021-02-11,126.83999633789062,ABT
217,2021-02-12,128.22999572753906,ABT
218,2021-02-16,128.02000427246094,ABT
219,2021-02-17,127.23999786376953,ABT
220,2021-02-18,125.41000366210938,ABT
221,2021-02-19,123.04000091552734,ABT
222,2021-02-22,122.55000305175781,ABT
223,2021-02-23,120.80000305175781,ABT
224,2021-02-24,122.37999725341797,ABT
225,2021-02-25,121.58000183105469,ABT
226,2021-02-26,119.77999877929688,ABT
227,2021-03-01,122.20999908447266,ABT
228,2021-03-02,122.52999877929688,ABT
229,2021-03-03,119.18000030517578,ABT
230,2021-03-04,116.01000213623047,ABT
231,2021-03-05,117.25,ABT
232,2021-03-08,115.62999725341797,ABT
233,2021-03-09,116.69999694824219,ABT
234,2020-12-01,104.04000091552734,ABBV
235,2020-12-02,104.98999786376953,ABBV
236,2020-12-03,104.73999786376953,ABBV
237,2020-12-04,107.27999877929688,ABBV
238,2020-12-07,105.83999633789062,ABBV
239,2020-12-08,107.69000244140625,ABBV
240,2020-12-09,108.66999816894531,ABBV
241,2020-12-10,107.48999786376953,ABBV
242,2020-12-11,106.33999633789062,ABBV
243,2020-12-14,104.19999694824219,ABBV
244,2020-12-15,102.81999969482422,ABBV
245,2020-12-16,104.63999938964844,ABBV
246,2020-12-17,104.88999938964844,ABBV
247,2020-12-18,104.44999694824219,ABBV
248,2020-12-21,103.70999908447266,ABBV
249,2020-12-22,102.80000305175781,ABBV
250,2020-12-23,103.27999877929688,ABBV
251,2020-12-24,103.26000213623047,ABBV
252,2020-12-28,103.44999694824219,ABBV
253,2020-12-29,104.69999694824219,ABBV
254,2020-12-30,105.2699966430664,ABBV
255,2020-12-31,107.1500015258789,ABBV
256,2021-01-04,105.41000366210938,ABBV
257,2021-01-05,106.5,ABBV
258,2021-01-06,105.58000183105469,ABBV
259,2021-01-07,106.70999908447266,ABBV
260,2021-01-08,107.2699966430664,ABBV
261,2021-01-11,109.0199966430664,ABBV
262,2021-01-12,109.77999877929688,ABBV
263,2021-01-13,112.44999694824219,ABBV
264,2021-01-14,111.62999725341797,ABBV
265,2021-01-15,110.5199966430664,ABBV
266,2021-01-19,112.18000030517578,ABBV
267,2021-01-20,112.62000274658203,ABBV
268,2021-01-21,111.26000213623047,ABBV
269,2021-01-22,110.86000061035156,ABBV
270,2021-01-25,110.5,ABBV
271,2021-01-26,108.80000305175781,ABBV
272,2021-01-27,102.79000091552734,ABBV
273,2021-01-28,104.20999908447266,ABBV
274,2021-01-29,102.4800033569336,ABBV
275,2021-02-01,102.30000305175781,ABBV
276,2021-02-02,103.47000122070312,ABBV
277,2021-02-03,106.94999694824219,ABBV
278,2021-02-04,108.52999877929688,ABBV
279,2021-02-05,108.7300033569336,ABBV
280,2021-02-08,106.83999633789062,ABBV
281,2021-02-09,105.4000015258789,ABBV
282,2021-02-10,104.05000305175781,ABBV
283,2021-02-11,103.75,ABBV
284,2021-02-12,104.44000244140625,ABBV
285,2021-02-16,104.19999694824219,ABBV
286,2021-02-17,106.29000091552734,ABBV
287,2021-02-18,106.05999755859375,ABBV
288,2021-02-19,105.01000213623047,ABBV
289,2021-02-22,107.05999755859375,ABBV
290,2021-02-23,106.2699966430664,ABBV
291,2021-02-24,108.69000244140625,ABBV
292,2021-02-25,107.33000183105469,ABBV
293,2021-02-26,107.73999786376953,ABBV
294,2021-03-01,108.41000366210938,ABBV
295,2021-03-02,107.8499984741211,ABBV
296,2021-03-03,106.70999908447266,ABBV
297,2021-03-04,105.6500015258789,ABBV
298,2021-03-05,106.69999694824219,ABBV
299,2021-03-08,106.11000061035156,ABBV
300,2021-03-09,106.79000091552734,ABBV
301,2020-12-01,268.2099914550781,ABMD
302,2020-12-02,265.25,ABMD
303,2020-12-03,266.8399963378906,ABMD
304,2020-12-04,272.6099853515625,ABMD
305,2020-12-07,271.8800048828125,ABMD
306,2020-12-08,273.6400146484375,ABMD
307,2020-12-09,266.1499938964844,ABMD
308,2020-12-10,267.92999267578125,ABMD
309,2020-12-11,258.45001220703125,ABMD
310,2020-12-14,267.6199951171875,ABMD
311,2020-12-15,275.3599853515625,ABMD
312,2020-12-16,274.1400146484375,ABMD
313,2020-12-17,281.989990234375,ABMD
314,2020-12-18,293.3900146484375,ABMD
315,2020-12-21,295.80999755859375,ABMD
316,2020-12-22,302.3299865722656,ABMD
317,2020-12-23,304.04998779296875,ABMD
318,2020-12-24,303.4100036621094,ABMD
319,2020-12-28,312.9100036621094,ABMD
320,2020-12-29,320.92999267578125,ABMD
321,2020-12-30,323.9200134277344,ABMD
322,2020-12-31,324.20001220703125,ABMD
323,2021-01-04,316.7300109863281,ABMD
324,2021-01-05,322.6000061035156,ABMD
325,2021-01-06,321.6099853515625,ABMD
326,2021-01-07,323.55999755859375,ABMD
327,2021-01-08,324.05999755859375,ABMD
328,2021-01-11,324.5899963378906,ABMD
329,2021-01-12,324.6700134277344,ABMD
330,2021-01-13,323.7099914550781,ABMD
331,2021-01-14,318.30999755859375,ABMD
332,2021-01-15,329.69000244140625,ABMD
333,2021-01-19,336.29998779296875,ABMD
334,2021-01-20,347.8699951171875,ABMD
335,2021-01-21,348.55999755859375,ABMD
336,2021-01-22,347.8999938964844,ABMD
337,2021-01-25,348.32000732421875,ABMD
338,2021-01-26,340.8900146484375,ABMD
339,2021-01-27,328.6000061035156,ABMD
340,2021-01-28,355.1300048828125,ABMD
341,2021-01-29,348.25,ABMD
342,2021-02-01,341.8599853515625,ABMD
343,2021-02-02,347.8399963378906,ABMD
344,2021-02-03,326.2300109863281,ABMD
345,2021-02-04,324.7799987792969,ABMD
346,2021-02-05,327.8500061035156,ABMD
347,2021-02-08,325.8599853515625,ABMD
348,2021-02-09,324.4800109863281,ABMD
349,2021-02-10,324.510009765625,ABMD
350,2021-02-11,322.92999267578125,ABMD
351,2021-02-12,328.3599853515625,ABMD
352,2021-02-16,322.7799987792969,ABMD
353,2021-02-17,316.29998779296875,ABMD
354,2021-02-18,322.0799865722656,ABMD
355,2021-02-19,331.9700012207031,ABMD
356,2021-02-22,322.75,ABMD
357,2021-02-23,321.69000244140625,ABMD
358,2021-02-24,323.7799987792969,ABMD
359,2021-02-25,320.4700012207031,ABMD
360,2021-02-26,324.54998779296875,ABMD
361,2021-03-01,324.260009765625,ABMD
362,2021-03-02,325.30999755859375,ABMD
363,2021-03-03,307.6000061035156,ABMD
364,2021-03-04,295.6300048828125,ABMD
365,2021-03-05,301.2200012207031,ABMD
366,2021-03-08,285.9200134277344,ABMD
367,2021-03-09,296.79998779296875,ABMD
368,2020-12-01,252.27000427246094,ACN
369,2020-12-02,249.66000366210938,ACN
370,2020-12-03,249.92999267578125,ACN
371,2020-12-04,253.44000244140625,ACN
372,2020-12-07,249.3000030517578,ACN
373,2020-12-08,249.86000061035156,ACN
374,2020-12-09,246.77000427246094,ACN
375,2020-12-10,246.16000366210938,ACN
376,2020-12-11,245.8300018310547,ACN
377,2020-12-14,243.75,ACN
378,2020-12-15,247.0500030517578,ACN
379,2020-12-16,247.4499969482422,ACN
380,2020-12-17,264.4700012207031,ACN
381,2020-12-18,266.25,ACN
382,2020-12-21,261.4200134277344,ACN
383,2020-12-22,259.4700012207031,ACN
384,2020-12-23,257.44000244140625,ACN
385,2020-12-24,257.29998779296875,ACN
386,2020-12-28,259.67999267578125,ACN
387,2020-12-29,257.760009765625,ACN
388,2020-12-30,257.5400085449219,ACN
389,2020-12-31,261.2099914550781,ACN
390,2021-01-04,256.4599914550781,ACN
391,2021-01-05,257.9200134277344,ACN
392,2021-01-06,260.739990234375,ACN
393,2021-01-07,263.20001220703125,ACN
394,2021-01-08,264.1600036621094,ACN
395,2021-01-11,260.3500061035156,ACN
396,2021-01-12,258.3999938964844,ACN
397,2021-01-13,257.0799865722656,ACN
398,2021-01-14,255.0,ACN
399,2021-01-15,253.64999389648438,ACN
400,2021-01-19,255.83999633789062,ACN
401,2021-01-20,261.6700134277344,ACN
402,2021-01-21,257.94000244140625,ACN
403,2021-01-22,254.77000427246094,ACN
404,2021-01-25,252.0399932861328,ACN
405,2021-01-26,252.99000549316406,ACN
406,2021-01-27,246.10000610351562,ACN
407,2021-01-28,249.33999633789062,ACN
408,2021-01-29,241.9199981689453,ACN
409,2021-02-01,247.57000732421875,ACN
410,2021-02-02,248.75,ACN
411,2021-02-03,248.3699951171875,ACN
412,2021-02-04,253.00999450683594,ACN
413,2021-02-05,253.5399932861328,ACN
414,2021-02-08,257.30999755859375,ACN
415,2021-02-09,257.67999267578125,ACN
416,2021-02-10,256.94000244140625,ACN
417,2021-02-11,258.9700012207031,ACN
418,2021-02-12,257.4700012207031,ACN
419,2021-02-16,257.04998779296875,ACN
420,2021-02-17,258.7799987792969,ACN
421,2021-02-18,257.6300048828125,ACN
422,2021-02-19,254.2899932861328,ACN
423,2021-02-22,252.6300048828125,ACN
424,2021-02-23,256.19000244140625,ACN
425,2021-02-24,259.2699890136719,ACN
426,2021-02-25,253.77999877929688,ACN
427,2021-02-26,250.89999389648438,ACN
428,2021-03-01,258.1600036621094,ACN
429,2021-03-02,259.2300109863281,ACN
430,2021-03-03,254.17999267578125,ACN
431,2021-03-04,247.0,ACN
432,2021-03-05,249.50999450683594,ACN
433,2021-03-08,249.38999938964844,ACN
434,2021-03-09,254.3699951171875,ACN
435,2020-12-01,79.93000030517578,ATVI
436,2020-12-02,79.1500015258789,ATVI
437,2020-12-03,78.79000091552734,ATVI
438,2020-12-04,80.87999725341797,ATVI
439,2020-12-07,82.2699966430664,ATVI
440,2020-12-08,83.62999725341797,ATVI
441,2020-12-09,82.58000183105469,ATVI
442,2020-12-10,83.11000061035156,ATVI
443,2020-12-11,83.68000030517578,ATVI
444,2020-12-14,85.94000244140625,ATVI
445,2020-12-15,86.91999816894531,ATVI
446,2020-12-16,88.22000122070312,ATVI
447,2020-12-17,88.45999908447266,ATVI
448,2020-12-18,90.37000274658203,ATVI
449,2020-12-21,88.80999755859375,ATVI
450,2020-12-22,89.41999816894531,ATVI
451,2020-12-23,90.20999908447266,ATVI
452,2020-12-24,90.95999908447266,ATVI
453,2020-12-28,91.43000030517578,ATVI
454,2020-12-29,91.37000274658203,ATVI
455,2020-12-30,91.58000183105469,ATVI
456,2020-12-31,92.8499984741211,ATVI
457,2021-01-04,89.9000015258789,ATVI
458,2021-01-05,90.69000244140625,ATVI
459,2021-01-06,88.0,ATVI
460,2021-01-07,89.66999816894531,ATVI
461,2021-01-08,91.30000305175781,ATVI
462,2021-01-11,90.91000366210938,ATVI
463,2021-01-12,89.25,ATVI
464,2021-01-13,89.7699966430664,ATVI
465,2021-01-14,89.98999786376953,ATVI
466,2021-01-15,90.69000244140625,ATVI
467,2021-01-19,93.1500015258789,ATVI
468,2021-01-20,95.12000274658203,ATVI
469,2021-01-21,94.5999984741211,ATVI
470,2021-01-22,94.43000030517578,ATVI
471,2021-01-25,93.4000015258789,ATVI
472,2021-01-26,92.37999725341797,ATVI
473,2021-01-27,88.66999816894531,ATVI
474,2021-01-28,90.2699966430664,ATVI
475,2021-01-29,91.0,ATVI
476,2021-02-01,91.41999816894531,ATVI
477,2021-02-02,93.9800033569336,ATVI
478,2021-02-03,92.7699966430664,ATVI
479,2021-02-04,92.68000030517578,ATVI
480,2021-02-05,101.61000061035156,ATVI
481,2021-02-08,101.19000244140625,ATVI
482,2021-02-09,102.7300033569336,ATVI
483,2021-02-10,102.76000213623047,ATVI
484,2021-02-11,103.23999786376953,ATVI
485,2021-02-12,103.80999755859375,ATVI
486,2021-02-16,102.95999908447266,ATVI
487,2021-02-17,102.3499984741211,ATVI
488,2021-02-18,102.25,ATVI
489,2021-02-19,100.80000305175781,ATVI
490,2021-02-22,96.58000183105469,ATVI
491,2021-02-23,96.41999816894531,ATVI
492,2021-02-24,95.69000244140625,ATVI
493,2021-02-25,95.0999984741211,ATVI
494,2021-02-26,95.61000061035156,ATVI
495,2021-03-01,98.72000122070312,ATVI
496,2021-03-02,96.75,ATVI
497,2021-03-03,93.70999908447266,ATVI
498,2021-03-04,91.54000091552734,ATVI
499,2021-03-05,92.58000183105469,ATVI
500,2021-03-08,89.20999908447266,ATVI
501,2021-03-09,92.5,ATVI
502,2020-12-01,479.1499938964844,ADBE
503,2020-12-02,481.260009765625,ADBE
504,2020-12-03,484.2799987792969,ADBE
505,2020-12-04,486.0,ADBE
506,2020-12-07,492.25,ADBE
507,2020-12-08,495.2799987792969,ADBE
508,2020-12-09,483.739990234375,ADBE
509,2020-12-10,476.8699951171875,ADBE
510,2020-12-11,475.9100036621094,ADBE
511,2020-12-14,486.4200134277344,ADBE
512,2020-12-15,482.6400146484375,ADBE
513,2020-12-16,489.8999938964844,ADBE
514,2020-12-17,495.3599853515625,ADBE
515,2020-12-18,502.95001220703125,ADBE
516,2020-12-21,498.3900146484375,ADBE
517,2020-12-22,504.1700134277344,ADBE
518,2020-12-23,496.9100036621094,ADBE
519,2020-12-24,499.8599853515625,ADBE
520,2020-12-28,498.95001220703125,ADBE
521,2020-12-29,502.1099853515625,ADBE
522,2020-12-30,497.45001220703125,ADBE
523,2020-12-31,500.1199951171875,ADBE
524,2021-01-04,485.3399963378906,ADBE
525,2021-01-05,485.69000244140625,ADBE
526,2021-01-06,466.30999755859375,ADBE
527,2021-01-07,477.739990234375,ADBE
528,2021-01-08,485.1000061035156,ADBE
529,2021-01-11,474.239990234375,ADBE
530,2021-01-12,471.6499938964844,ADBE
531,2021-01-13,472.04998779296875,ADBE
532,2021-01-14,463.2699890136719,ADBE
533,2021-01-15,458.0799865722656,ADBE
534,2021-01-19,456.5,ADBE
535,2021-01-20,469.7300109863281,ADBE
536,2021-01-21,472.0199890136719,ADBE
537,2021-01-22,472.44000244140625,ADBE
538,2021-01-25,473.44000244140625,ADBE
539,2021-01-26,476.2799987792969,ADBE
540,2021-01-27,460.0,ADBE
541,2021-01-28,465.6700134277344,ADBE
542,2021-01-29,458.7699890136719,ADBE
543,2021-02-01,470.0,ADBE
544,2021-02-02,484.92999267578125,ADBE
545,2021-02-03,481.9200134277344,ADBE
546,2021-02-04,489.3800048828125,ADBE
547,2021-02-05,492.1199951171875,ADBE
548,2021-02-08,493.760009765625,ADBE
549,2021-02-09,496.04998779296875,ADBE
550,2021-02-10,492.6700134277344,ADBE
551,2021-02-11,496.6199951171875,ADBE
552,2021-02-12,498.8399963378906,ADBE
553,2021-02-16,501.6400146484375,ADBE
554,2021-02-17,491.2300109863281,ADBE
555,2021-02-18,488.3699951171875,ADBE
556,2021-02-19,479.1199951171875,ADBE
557,2021-02-22,467.3299865722656,ADBE
558,2021-02-23,467.79998779296875,ADBE
559,2021-02-24,476.6199951171875,ADBE
560,2021-02-25,459.1600036621094,ADBE
561,2021-02-26,459.6700134277344,ADBE
562,2021-03-01,469.57000732421875,ADBE
563,2021-03-02,466.5899963378906,ADBE
564,2021-03-03,448.45001220703125,ADBE
565,2021-03-04,439.05999755859375,ADBE
566,2021-03-05,440.8299865722656,ADBE
567,2021-03-08,421.20001220703125,ADBE
568,2021-03-09,439.17999267578125,ADBE
569,2020-12-01,92.62999725341797,AMD
570,2020-12-02,93.73999786376953,AMD
571,2020-12-03,92.30999755859375,AMD
572,2020-12-04,94.04000091552734,AMD
573,2020-12-07,94.06999969482422,AMD
574,2020-12-08,92.91999816894531,AMD
575,2020-12-09,89.83000183105469,AMD
576,2020-12-10,91.66000366210938,AMD
577,2020-12-11,91.6500015258789,AMD
578,2020-12-14,94.77999877929688,AMD
579,2020-12-15,97.12000274658203,AMD
580,2020-12-16,96.8499984741211,AMD
581,2020-12-17,96.83999633789062,AMD
582,2020-12-18,95.91999816894531,AMD
583,2020-12-21,93.2300033569336,AMD
584,2020-12-22,93.16000366210938,AMD
585,2020-12-23,91.55000305175781,AMD
586,2020-12-24,91.80999755859375,AMD
587,2020-12-28,91.5999984741211,AMD
588,2020-12-29,90.62000274658203,AMD
589,2020-12-30,92.29000091552734,AMD
590,2020-12-31,91.70999908447266,AMD
591,2021-01-04,92.30000305175781,AMD
592,2021-01-05,92.7699966430664,AMD
593,2021-01-06,90.33000183105469,AMD
594,2021-01-07,95.16000366210938,AMD
595,2021-01-08,94.58000183105469,AMD
596,2021-01-11,97.25,AMD
597,2021-01-12,95.36000061035156,AMD
598,2021-01-13,91.77999877929688,AMD
599,2021-01-14,90.79000091552734,AMD
600,2021-01-15,88.20999908447266,AMD
601,2021-01-19,89.44999694824219,AMD
602,2021-01-20,88.75,AMD
603,2021-01-21,91.52999877929688,AMD
604,2021-01-22,92.79000091552734,AMD
605,2021-01-25,94.12999725341797,AMD
606,2021-01-26,94.70999908447266,AMD
607,2021-01-27,88.83999633789062,AMD
608,2021-01-28,87.5199966430664,AMD
609,2021-01-29,85.63999938964844,AMD
610,2021-02-01,87.66000366210938,AMD
611,2021-02-02,88.86000061035156,AMD
612,2021-02-03,87.88999938964844,AMD
613,2021-02-04,87.83999633789062,AMD
614,2021-02-05,87.9000015258789,AMD
615,2021-02-08,91.47000122070312,AMD
616,2021-02-09,90.91000366210938,AMD
617,2021-02-10,92.3499984741211,AMD
618,2021-02-11,92.66000366210938,AMD
619,2021-02-12,93.7699966430664,AMD
620,2021-02-16,91.45999908447266,AMD
621,2021-02-17,89.94000244140625,AMD
622,2021-02-18,88.63999938964844,AMD
623,2021-02-19,89.58000183105469,AMD
624,2021-02-22,85.37000274658203,AMD
625,2021-02-23,84.73999786376953,AMD
626,2021-02-24,86.94000244140625,AMD
627,2021-02-25,82.41999816894531,AMD
628,2021-02-26,84.51000213623047,AMD
629,2021-03-01,86.38999938964844,AMD
630,2021-03-02,84.12999725341797,AMD
631,2021-03-03,80.86000061035156,AMD
632,2021-03-04,77.75,AMD
633,2021-03-05,78.5199966430664,AMD
634,2021-03-08,73.95999908447266,AMD
635,2021-03-09,78.52999877929688,AMD
636,2020-12-01,152.61000061035156,AAP
637,2020-12-02,148.4499969482422,AAP
638,2020-12-03,150.13999938964844,AAP
639,2020-12-04,152.47000122070312,AAP
640,2020-12-07,153.67999267578125,AAP
641,2020-12-08,152.77999877929688,AAP
642,2020-12-09,157.9499969482422,AAP
643,2020-12-10,158.22000122070312,AAP
644,2020-12-11,157.66000366210938,AAP
645,2020-12-14,157.55999755859375,AAP
646,2020-12-15,159.83999633789062,AAP
647,2020-12-16,161.32000732421875,AAP
648,2020-12-17,160.33999633789062,AAP
